time_s,biomass_gDW,glc__D_e,o2_e,nh4_e,pi_e,h_e,h2o_e,co2_e,ac_e,acald_e,akg_e,etoh_e,for_e,fru_e,fum_e,gln__L_e,glu__L_e,lac__D_e,mal__L_e,pyr_e,succ_e
1242.0,2.099982166602068,4.043558536578786,1.1047626498160919e-71,17.8727028431602,63.755241976440324,21.226110053955907,55495.194027580765,0.0,5.917321558599188,0.0,0.0,5.904451298425583,12.283645818631742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244.0,2.1000929991842634,4.032034468079798,8.469868872669987e-72,17.87138327107953,63.75435173476391,21.26066734021527,55495.18601727707,0.0,5.926918552858482,0.0,0.0,5.914224419548198,12.303751610936562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246.0,2.100203734674314,4.0205101936781515,6.493478614502993e-72,17.870063696008874,63.75346149107031,21.29522524414881,55495.17800677543,0.0,5.936515748653926,0.0,0.0,5.923997742606043,12.323857808379714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248.0,2.1003143732031306,4.008985716234441,4.978186610368885e-72,17.8687441183949,63.75257124566088,21.329783757179783,55495.16999607752,0.0,5.946113143777232,0.0,0.0,5.933771265331214,12.343964406235981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250.0,2.1004249149010406,3.997461038628276,3.8164358447860916e-72,17.867424538687473,63.75168099883912,21.36434287067445,55495.16198518503,0.0,5.955710736005754,0.0,0.0,5.94354498544102,12.364071399749225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252.0,2.1005353598977865,3.9859361637585087,2.9257539631738574e-72,17.86610495733967,63.75079075091069,21.398902575941378,55495.15397409964,0.0,5.965308523102313,0.0,0.0,5.953318900637807,12.384178784132015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254.0,2.1006457083225247,3.97441109454346,2.242904001617438e-72,17.864785374807838,63.74990050218346,21.433462864230762,55495.14596282306,0.0,5.974906502815022,0.0,0.0,5.963093008608782,12.404286554565253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256.0,2.1007559603038253,3.962885833921157,1.7193988165977616e-72,17.863465791551622,63.74901025296752,21.468023726733723,55495.137951357,0.0,5.984504672877113,0.0,0.0,5.972867307025823,12.424394706197791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258.0,2.1008661159696698,3.951360384849567,1.3180613374747514e-72,17.862146208034012,63.74812000357524,21.50258515458159,55495.12993970318,0.0,5.994103031006753,0.0,0.0,5.9826417935453025,12.444503234146048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260.0,2.100976175447451,3.9398347503068383,1.0103868482891549e-72,17.86082662472137,63.74722975432124,21.53714713884519,55495.12192786335,0.0,6.003701574906862,0.0,0.0,5.992416465807894,12.464612133493613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262.0,2.101086138863971,3.928308933291543,7.745203264846047e-73,17.85950704208348,63.74633950552246,21.571709670534116,55495.11391583925,0.0,6.013300302264932,0.0,0.0,6.002191321438385,12.484721399290859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264.0,2.1011960063454405,3.9167829368229246,5.937054462351379e-73,17.858187460593587,63.745449257498166,21.60627274059599,55495.10590363263,0.0,6.022899210752837,0.0,0.0,6.011966358045484,12.504831026554523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266.0,2.1013057780174766,3.905256763941148,4.550952781712702e-73,17.85686788072844,63.74455901057,21.640836339915708,55495.097891245285,0.0,6.032498298026642,0.0,0.0,6.021741573221624,12.524941010267314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268.0,2.1014154540051027,3.8937304177075536,3.488403517746301e-73,17.85554830296833,63.74366876506198,21.67540045931468,55495.08987867898,0.0,6.042097561726412,0.0,0.0,6.031516964542765,12.54505134537749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270.0,2.1015250344327456,3.882203901204914,2.6738940664132076e-73,17.85422872779713,63.74277852130056,21.70996508955006,55495.081865935506,0.0,6.051696999476017,0.0,0.0,6.041292529568191,12.565162026798438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272.0,2.1016345194242354,3.870677217537695,2.04953236419226e-73,17.852909155702346,63.74188827961462,21.74453022131396,55495.07385301668,0.0,6.061296608882934,0.0,0.0,6.051068265840311,12.585273049408253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274.0,2.1017439091028036,3.859150369832323,1.5709359236074135e-73,17.85158958717516,63.74099804033554,21.779095845232654,55495.06583992431,0.0,6.070896387538042,0.0,0.0,6.0608441708844465,12.605384408049296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
